drugbank_id,drug_name,drug_type,gene_symbol,actions,in_liver_lcc
DB00025,"Antihemophilic factor, human recombinant",biotech,MCFD2,modulator,True
DB00026,Anakinra,biotech,IL1R1,antagonist,True
DB00028,Human immunoglobulin G,biotech,FCGR2A,antagonist,True
DB00028,Human immunoglobulin G,biotech,FCGR2B,antagonist,True
DB00028,Human immunoglobulin G,biotech,FCGR3A,antagonist,True
DB00028,Human immunoglobulin G,biotech,FCGR3B,antagonist,True
DB00028,Human immunoglobulin G,biotech,C3,binder,True
DB00028,Human immunoglobulin G,biotech,C4A,binder,True
DB00028,Human immunoglobulin G,biotech,C4B,binder,True
DB00028,Human immunoglobulin G,biotech,C5,binder,True
DB00029,Anistreplase,biotech,PLG,activator,True
DB00029,Anistreplase,biotech,FGA,,True
DB00029,Anistreplase,biotech,SERPINE1,,True
DB00030,Insulin human,biotech,INSR,agonist,True
DB00030,Insulin human,biotech,CPE,modulator;product of,True
DB00030,Insulin human,biotech,IGFBP7,inhibitor;binder,True
DB00031,Tenecteplase,biotech,PLG,activator,True
DB00033,Interferon gamma-1b,biotech,IFNGR1,binder,True
DB00033,Interferon gamma-1b,biotech,IFNGR2,binder,True
DB00034,Interferon alfa-2a,biotech,IFNAR1,,True
DB00034,Interferon alfa-2a,biotech,IFNAR2,,True
DB00035,Desmopressin,small molecule,AVPR1A,agonist,True
DB00036,Coagulation factor VIIa Recombinant Human,biotech,F10,activator,True
DB00036,Coagulation factor VIIa Recombinant Human,biotech,F3,binder,True
DB00038,Oprelvekin,biotech,IL11RA,agonist,True
DB00039,Palifermin,biotech,FGFR2,agonist;binder,True
DB00039,Palifermin,biotech,FGFR1,agonist,True
DB00039,Palifermin,biotech,HSPG2,ligand,True
DB00040,Glucagon,biotech,GCGR,agonist,True
DB00041,Aldesleukin,biotech,IL2RB,agonist;modulator,True
DB00041,Aldesleukin,biotech,IL2RG,agonist,True
DB00042,Botulinum toxin type B,biotech,VAMP2,binder,True
DB00042,Botulinum toxin type B,biotech,VAMP1,binder,True
DB00045,Lyme disease vaccine (recombinant OspA),biotech,TLR2,other/unknown,True
DB00046,Insulin lispro,biotech,INSR,agonist,True
DB00047,Insulin glargine,biotech,INSR,agonist,True
DB00048,Collagenase clostridium histolyticum,biotech,COL1A1,binder,True
DB00048,Collagenase clostridium histolyticum,biotech,COL3A1,binder,True
DB00052,Somatotropin,biotech,GHR,ligand,True
DB00052,Somatotropin,biotech,PRLR,ligand,True
DB00054,Abciximab,biotech,FCGR2A,,True
DB00054,Abciximab,biotech,FCGR2B,,True
DB00054,Abciximab,biotech,VTN,,True
DB00055,Drotrecogin alfa,biotech,F8,inhibitor,True
DB00055,Drotrecogin alfa,biotech,F5,inhibitor,True
DB00055,Drotrecogin alfa,biotech,SERPINE1,,True
DB00055,Drotrecogin alfa,biotech,THBD,,True
DB00055,Drotrecogin alfa,biotech,PROS1,,True
DB00055,Drotrecogin alfa,biotech,F2,,True
DB00055,Drotrecogin alfa,biotech,SERPINA5,,True
DB00055,Drotrecogin alfa,biotech,SERPINB6,,True
DB00055,Drotrecogin alfa,biotech,PROCR,,True
DB00056,Gemtuzumab ozogamicin,biotech,FCGR3B,,True
DB00056,Gemtuzumab ozogamicin,biotech,FCGR3A,,True
DB00060,Interferon beta-1a,biotech,IFNAR1,agonist,True
DB00060,Interferon beta-1a,biotech,IFNAR2,agonist,True
DB00061,Pegademase,biotech,GRB2,binder,True
DB00067,Vasopressin,biotech,AVPR1A,agonist;regulator,True
DB00068,Interferon beta-1b,biotech,IFNAR1,agonist,True
DB00068,Interferon beta-1b,biotech,IFNAR2,agonist,True
DB00069,Interferon alfacon-1,biotech,IFNAR1,binder,True
DB00069,Interferon alfacon-1,biotech,IFNAR2,binder,True
DB00070,Hyaluronidase (ovine),biotech,TGFB1,inhibitor,True
DB00071,Insulin pork,biotech,INSR,binder,True
DB00072,Trastuzumab,biotech,ERBB2,binder;antibody,True
DB00074,Basiliximab,biotech,IL2RB,antibody,True
DB00075,Muromonab,biotech,CD3D,,True
DB00075,Muromonab,biotech,CD3E,binder,True
DB00075,Muromonab,biotech,CD247,,True
DB00075,Muromonab,biotech,FCGR3B,,True
DB00081,Tositumomab,biotech,FCGR2B,,True
DB00082,Pegvisomant,biotech,GHR,antagonist,True
DB00083,Botulinum toxin type A,biotech,RHOB,inhibitor,True
DB00086,Streptokinase,biotech,PLG,activator,True
DB00086,Streptokinase,biotech,F2R,activator,True
DB00087,Alemtuzumab,biotech,CD52,antibody,True
DB00087,Alemtuzumab,biotech,FCGR3B,binder,True
DB00087,Alemtuzumab,biotech,FCGR3A,binder,True
DB00087,Alemtuzumab,biotech,FCGR2A,binder,True
DB00087,Alemtuzumab,biotech,FCGR2B,binder,True
DB00089,Capromab pendetide,biotech,FOLH1,other/unknown,True
DB00091,Cyclosporine,small molecule,CAMLG,binder,True
DB00091,Cyclosporine,small molecule,PPP3CA,inhibitor,True
DB00091,Cyclosporine,small molecule,PPIA,inhibitor;binder,True
DB00091,Cyclosporine,small molecule,PPIF,binder,True
DB00092,Alefacept,biotech,CD2,inhibitor;antibody;regulator,True
DB00092,Alefacept,biotech,FCGR3A,,True
DB00092,Alefacept,biotech,FCGR3B,,True
DB00093,Felypressin,biotech,AVPR1A,agonist,True
DB00095,Efalizumab,biotech,ITGAX,antibody,True
DB00095,Efalizumab,biotech,ITGAL,antibody,True
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,MR1,antagonist,True
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,ITGAL,inducer,True
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,FCGR2B,inducer,True
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,CD4,inducer,True
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,ITGB1,inducer,True
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,ITGAV,inducer,True
DB00099,Filgrastim,biotech,CSF3R,stimulator,True
DB00100,Coagulation Factor IX (Recombinant),biotech,F10,activator,True
DB00100,Coagulation Factor IX (Recombinant),biotech,F11,ligand,True
DB00100,Coagulation Factor IX (Recombinant),biotech,F7,ligand,True
DB00100,Coagulation Factor IX (Recombinant),biotech,F8,cofactor,True
DB00100,Coagulation Factor IX (Recombinant),biotech,F2,,True
DB00100,Coagulation Factor IX (Recombinant),biotech,LRP1,,True
DB00100,Coagulation Factor IX (Recombinant),biotech,GGCX,,True
DB00102,Becaplermin,biotech,PDGFRB,inhibitor,True
DB00102,Becaplermin,biotech,PDGFRA,,True
DB00102,Becaplermin,biotech,A2M,,True
DB00105,Interferon alfa-2b,biotech,IFNAR2,binder,True
DB00105,Interferon alfa-2b,biotech,IFNAR1,binder,True
DB00107,Oxytocin,biotech,AVPR1A,agonist,True
DB00108,Natalizumab,biotech,FCGR3B,ligand,True
DB00108,Natalizumab,biotech,ICAM1,ligand,True
DB00110,Palivizumab,biotech,FCGR3B,,True
DB00110,Palivizumab,biotech,C1R,,True
DB00110,Palivizumab,biotech,C1QA,,True
DB00110,Palivizumab,biotech,C1QB,,True
DB00110,Palivizumab,biotech,C1QC,,True
DB00110,Palivizumab,biotech,FCGR3A,,True
DB00110,Palivizumab,biotech,FCGR2B,,True
DB00111,Daclizumab,biotech,IL2RB,antibody,True
DB00111,Daclizumab,biotech,FCGR3B,,True
DB00111,Daclizumab,biotech,C1R,,True
DB00111,Daclizumab,biotech,C1QA,,True
DB00111,Daclizumab,biotech,C1QB,,True
DB00111,Daclizumab,biotech,C1QC,,True
DB00111,Daclizumab,biotech,FCGR3A,,True
DB00111,Daclizumab,biotech,FCGR2A,,True
DB00111,Daclizumab,biotech,FCGR2B,,True
DB00112,Bevacizumab,biotech,C1QA,,True
DB00112,Bevacizumab,biotech,C1QB,,True
DB00112,Bevacizumab,biotech,C1QC,,True
DB00112,Bevacizumab,biotech,FCGR3A,,True
DB00112,Bevacizumab,biotech,FCGR2A,,True
DB00112,Bevacizumab,biotech,FCGR2B,,True
DB00113,Technetium Tc-99m arcitumomab,biotech,CEACAM1,other/unknown,True
DB00114,Pyridoxal phosphate,small molecule,ABAT,inhibitor,True
DB00114,Pyridoxal phosphate,small molecule,F2,inhibitor,True
DB00114,Pyridoxal phosphate,small molecule,AGXT2,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,CBS,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,KYNU,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,SHMT1,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,NFS1,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,GOT1,activator,True
DB00114,Pyridoxal phosphate,small molecule,OAT,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,ODC1,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,AADAT,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,PNPO,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,SGPL1,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,TAT,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,KYAT1,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,PYGL,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,SPTLC2,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,CSAD,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,SDS,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,GLDC,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,GPT,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,PSAT1,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,ALAS1,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,AGXT,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,PDXP,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,SPTLC1,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,CTH,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,BCAT2,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,GOT2,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,PYGB,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,DDC,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,KYAT3,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,SCLY,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,PHYKPL,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,SHMT2,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,GPT2,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,MOCOS,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,SDSL,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,SRR,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,SEPSECS,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,SPTLC3,cofactor,True
DB00114,Pyridoxal phosphate,small molecule,GOT1,cofactor,True
DB00115,Cyanocobalamin,small molecule,MTR,cofactor,True
DB00115,Cyanocobalamin,small molecule,MTRR,cofactor,True
DB00115,Cyanocobalamin,small molecule,MMAA,binder,True
DB00115,Cyanocobalamin,small molecule,MMACHC,cofactor,True
DB00115,Cyanocobalamin,small molecule,MTHFR,cofactor,True
DB00116,Tetrahydrofolic acid,small molecule,MTHFD1,cofactor,True
DB00116,Tetrahydrofolic acid,small molecule,MTHFD2,cofactor,True
DB00116,Tetrahydrofolic acid,small molecule,AMT,cofactor,True
DB00116,Tetrahydrofolic acid,small molecule,ALDH1L1,cofactor,True
DB00116,Tetrahydrofolic acid,small molecule,MTR,cofactor,True
DB00116,Tetrahydrofolic acid,small molecule,FTCD,cofactor,True
DB00116,Tetrahydrofolic acid,small molecule,ATIC,cofactor,True
DB00116,Tetrahydrofolic acid,small molecule,SHMT1,cofactor,True
DB00116,Tetrahydrofolic acid,small molecule,SHMT2,cofactor,True
DB00116,Tetrahydrofolic acid,small molecule,MTHFR,cofactor,True
DB00116,Tetrahydrofolic acid,small molecule,MTFMT,cofactor,True
DB00117,Histidine,small molecule,HAL,,True
DB00118,Ademetionine,small molecule,COMT,cofactor,True
DB00118,Ademetionine,small molecule,GNMT,cofactor,True
DB00118,Ademetionine,small molecule,MAT2A,cofactor,True
DB00118,Ademetionine,small molecule,CBS,activator,True
DB00118,Ademetionine,small molecule,MAT1A,cofactor,True
DB00119,Pyruvic acid,small molecule,ABAT,inhibitor,True
DB00119,Pyruvic acid,small molecule,SLC16A3,,True
DB00119,Pyruvic acid,small molecule,AGXT2,,True
DB00119,Pyruvic acid,small molecule,PKLR,,True
DB00119,Pyruvic acid,small molecule,SLC16A7,,True
DB00119,Pyruvic acid,small molecule,PDHB,,True
DB00119,Pyruvic acid,small molecule,PKM,,True
DB00119,Pyruvic acid,small molecule,SLC16A4,,True
DB00119,Pyruvic acid,small molecule,SLC16A1,,True
DB00119,Pyruvic acid,small molecule,PC,,True
DB00120,Phenylalanine,small molecule,TAT,,True
DB00120,Phenylalanine,small molecule,SLC7A8,,True
DB00120,Phenylalanine,small molecule,FARSA,,True
DB00120,Phenylalanine,small molecule,PAH,,True
DB00120,Phenylalanine,small molecule,FARS2,,True
DB00120,Phenylalanine,small molecule,FARSB,,True
DB00121,Biotin,small molecule,PCCB,cofactor,True
DB00121,Biotin,small molecule,HLCS,substrate,True
DB00121,Biotin,small molecule,MCCC2,cofactor,True
DB00121,Biotin,small molecule,ACACB,cofactor,True
DB00121,Biotin,small molecule,MCCC1,cofactor,True
DB00121,Biotin,small molecule,PC,cofactor,True
DB00121,Biotin,small molecule,PCCA,cofactor,True
DB00121,Biotin,small molecule,ACACA,cofactor,True
DB00122,Choline,small molecule,ACHE,product of,True
DB00122,Choline,small molecule,PCYT1A,product of,True
DB00122,Choline,small molecule,PLD2,product of,True
DB00122,Choline,small molecule,BCHE,product of,True
DB00122,Choline,small molecule,PLD1,product of,True
DB00125,Arginine,small molecule,ASL,,True
DB00125,Arginine,small molecule,ASS1,,True
DB00125,Arginine,small molecule,NOS3,,True
DB00126,Ascorbic acid,small molecule,PLOD2,cofactor,True
DB00126,Ascorbic acid,small molecule,PHYH,cofactor,True
DB00126,Ascorbic acid,small molecule,PLOD3,cofactor,True
DB00126,Ascorbic acid,small molecule,BBOX1,cofactor,True
DB00126,Ascorbic acid,small molecule,DBH,cofactor,True
DB00126,Ascorbic acid,small molecule,PAM,cofactor,True
DB00126,Ascorbic acid,small molecule,P3H1,cofactor,True
DB00126,Ascorbic acid,small molecule,P3H3,cofactor,True
DB00126,Ascorbic acid,small molecule,P4HA1,cofactor,True
DB00126,Ascorbic acid,small molecule,ALKBH2,activator,True
DB00126,Ascorbic acid,small molecule,ALKBH3,activator,True
DB00126,Ascorbic acid,small molecule,KDM5D,cofactor,True
DB00126,Ascorbic acid,small molecule,PLOD1,cofactor,True
DB00126,Ascorbic acid,small molecule,EGLN1,cofactor,True
DB00126,Ascorbic acid,small molecule,EGLN2,cofactor,True
DB00127,Spermine,small molecule,SMS,ligand,True
DB00127,Spermine,small molecule,ODC1,product of,True
DB00127,Spermine,small molecule,ADRB2,,True
DB00128,Aspartic acid,small molecule,SLC25A13,,True
DB00128,Aspartic acid,small molecule,GOT1,,True
DB00128,Aspartic acid,small molecule,ASPA,,True
DB00128,Aspartic acid,small molecule,ASNS,substrate,True
DB00128,Aspartic acid,small molecule,ASS1,,True
DB00128,Aspartic acid,small molecule,ACY1,,True
DB00128,Aspartic acid,small molecule,GOT2,,True
DB00128,Aspartic acid,small molecule,SLC25A12,,True
DB00128,Aspartic acid,small molecule,ASPH,,True
DB00128,Aspartic acid,small molecule,PAICS,substrate,True
DB00128,Aspartic acid,small molecule,DARS2,,True
DB00128,Aspartic acid,small molecule,ASRGL1,,True
DB00128,Aspartic acid,small molecule,RNASE1,,True
DB00129,Ornithine,small molecule,OAT,,True
DB00129,Ornithine,small molecule,OTC,,True
DB00129,Ornithine,small molecule,ARG1,,True
DB00129,Ornithine,small molecule,OAZ1,,True
DB00129,Ornithine,small molecule,SLC25A15,,True
DB00129,Ornithine,small molecule,GATM,,True
DB00130,L-Glutamine,small molecule,CTPS1,antagonist;substrate,True
DB00130,L-Glutamine,small molecule,PPAT,substrate,True
DB00130,L-Glutamine,small molecule,GLUL,product of,True
DB00131,Adenosine phosphate,small molecule,PRKAA1,activator,True
DB00131,Adenosine phosphate,small molecule,ADK,product of,True
DB00131,Adenosine phosphate,small molecule,PRKAB1,activator,True
DB00131,Adenosine phosphate,small molecule,ACSS2,product of,True
DB00131,Adenosine phosphate,small molecule,PRKAA1,activator,True
DB00131,Adenosine phosphate,small molecule,ADCY1,product of,True
DB00131,Adenosine phosphate,small molecule,ACSL1,product of,True
DB00131,Adenosine phosphate,small molecule,CREB1,activator,True
DB00131,Adenosine phosphate,small molecule,PDE4B,product of,True
DB00131,Adenosine phosphate,small molecule,PYGL,activator,True
DB00131,Adenosine phosphate,small molecule,FBP1,antagonist,True
DB00132,alpha-Linolenic acid,small molecule,PTGS2,inhibitor,True
DB00132,alpha-Linolenic acid,small molecule,FADS1,ligand,True
DB00132,alpha-Linolenic acid,small molecule,FADS2,ligand,True
DB00132,alpha-Linolenic acid,small molecule,TRPV1,inhibitor,True
DB00132,alpha-Linolenic acid,small molecule,PPARA,,True
DB00132,alpha-Linolenic acid,small molecule,NR1H4,agonist,True
DB00132,alpha-Linolenic acid,small molecule,PPARD,,True
DB00132,alpha-Linolenic acid,small molecule,PPARG,,True
DB00132,alpha-Linolenic acid,small molecule,RXRA,,True
DB00132,alpha-Linolenic acid,small molecule,ELOVL2,substrate,True
DB00133,Serine,small molecule,CBS,,True
DB00133,Serine,small molecule,SDS,,True
DB00133,Serine,small molecule,SRR,,True
DB00133,Serine,small molecule,SPTLC2,,True
DB00133,Serine,small molecule,SPTLC1,,True
DB00133,Serine,small molecule,AGXT,,True
DB00134,Methionine,small molecule,MTRR,product of,True
DB00134,Methionine,small molecule,MTR,product of,True
DB00134,Methionine,small molecule,METAP2,product of,True
DB00134,Methionine,small molecule,BHMT,product of,True
DB00134,Methionine,small molecule,BHMT2,product of,True
DB00135,Tyrosine,small molecule,YARS2,,True
DB00135,Tyrosine,small molecule,TAT,,True
DB00139,Succinic acid,small molecule,ALDH5A1,inhibitor,True
DB00140,Riboflavin,small molecule,RFK,ligand,True
DB00140,Riboflavin,small molecule,BLVRB,product of,True
DB00141,N-Acetylglucosamine,small molecule,B4GALT1,,True
DB00141,N-Acetylglucosamine,small molecule,B4GALT4,,True
DB00141,N-Acetylglucosamine,small molecule,NAGK,,True
DB00141,N-Acetylglucosamine,small molecule,NAGLU,activator,True
DB00141,N-Acetylglucosamine,small molecule,RENBP,,True
DB00142,Glutamic acid,small molecule,OPLAH,,True
DB00142,Glutamic acid,small molecule,PFAS,,True
DB00142,Glutamic acid,small molecule,BCAT2,,True
DB00142,Glutamic acid,small molecule,GLS,,True
DB00142,Glutamic acid,small molecule,GOT2,,True
DB00142,Glutamic acid,small molecule,ASNS,,True
DB00142,Glutamic acid,small molecule,GLUL,,True
DB00142,Glutamic acid,small molecule,GOT1,,True
DB00142,Glutamic acid,small molecule,TAT,,True
DB00142,Glutamic acid,small molecule,GPT,,True
DB00142,Glutamic acid,small molecule,GGCX,,True
DB00142,Glutamic acid,small molecule,GCLC,substrate,True
DB00142,Glutamic acid,small molecule,GLUD2,substrate,True
DB00142,Glutamic acid,small molecule,GMPS,,True
DB00142,Glutamic acid,small molecule,ABAT,,True
DB00142,Glutamic acid,small molecule,FPGS,,True
DB00142,Glutamic acid,small molecule,ENPEP,,True
DB00142,Glutamic acid,small molecule,EARS2,,True
DB00142,Glutamic acid,small molecule,NADSYN1,product of,True
DB00142,Glutamic acid,small molecule,NAGS,,True
DB00142,Glutamic acid,small molecule,AADAT,,True
DB00142,Glutamic acid,small molecule,GPT2,substrate;product of,True
DB00142,Glutamic acid,small molecule,AASS,,True
DB00142,Glutamic acid,small molecule,GLS2,,True
DB00142,Glutamic acid,small molecule,PSAT1,,True
DB00142,Glutamic acid,small molecule,GLUD1,,True
DB00142,Glutamic acid,small molecule,GCLM,,True
DB00142,Glutamic acid,small molecule,FOLH1,,True
DB00142,Glutamic acid,small molecule,FTCD,,True
DB00142,Glutamic acid,small molecule,ALDH18A1,,True
DB00142,Glutamic acid,small molecule,GOT1,substrate,True
DB00143,Glutathione,small molecule,AKR1B1,,True
DB00143,Glutathione,small molecule,MMP9,,True
DB00143,Glutathione,small molecule,CYP3A4,,True
DB00143,Glutathione,small molecule,GSR,,True
DB00143,Glutathione,small molecule,GSS,,True
DB00143,Glutathione,small molecule,GSTM1,,True
DB00143,Glutathione,small molecule,GSTM3,,True
DB00143,Glutathione,small molecule,GSTA4,,True
DB00143,Glutathione,small molecule,GSTM4,,True
DB00143,Glutathione,small molecule,GSTP1,,True
DB00143,Glutathione,small molecule,GSTO1,,True
DB00143,Glutathione,small molecule,GPX2,cofactor,True
DB00143,Glutathione,small molecule,GSTZ1,,True
DB00143,Glutathione,small molecule,GPX3,cofactor,True
DB00143,Glutathione,small molecule,GLO1,,True
DB00143,Glutathione,small molecule,MGST3,,True
DB00143,Glutathione,small molecule,GSTA1,,True
DB00143,Glutathione,small molecule,GSTA2,,True
DB00143,Glutathione,small molecule,MGST1,,True
DB00143,Glutathione,small molecule,ESD,,True
DB00143,Glutathione,small molecule,GGT1,,True
DB00143,Glutathione,small molecule,GSTM2,,True
DB00143,Glutathione,small molecule,GLRX,,True
DB00143,Glutathione,small molecule,GPX4,cofactor,True
DB00143,Glutathione,small molecule,HAGH,,True
DB00143,Glutathione,small molecule,GPX7,cofactor,True
DB00143,Glutathione,small molecule,MGST2,,True
DB00144,Phosphatidyl serine,small molecule,PISD,,True
DB00144,Phosphatidyl serine,small molecule,SCARB1,,True
DB00144,Phosphatidyl serine,small molecule,PRKCA,,True
DB00144,Phosphatidyl serine,small molecule,PTDSS1,,True
DB00144,Phosphatidyl serine,small molecule,PTDSS2,,True
DB00144,Phosphatidyl serine,small molecule,SMPD4,,True
DB00144,Phosphatidyl serine,small molecule,SMPD3,,True
DB00145,Glycine,small molecule,ALAS1,substrate,True
DB00145,Glycine,small molecule,BAAT,substrate,True
DB00145,Glycine,small molecule,GSS,substrate,True
DB00145,Glycine,small molecule,SHMT2,product of,True
DB00145,Glycine,small molecule,GLYATL1,substrate,True
DB00145,Glycine,small molecule,AGXT2,product of,True
DB00145,Glycine,small molecule,PIPOX,product of,True
DB00145,Glycine,small molecule,AGXT,substrate,True
DB00145,Glycine,small molecule,SHMT1,product of,True
DB00145,Glycine,small molecule,GNMT,substrate,True
DB00145,Glycine,small molecule,GATM,substrate,True
DB00147,Pyridoxal,small molecule,PDXK,,True
DB00148,Creatine,small molecule,CKM,ligand,True
DB00148,Creatine,small molecule,CKB,ligand,True
DB00148,Creatine,small molecule,SLC6A8,,True
DB00148,Creatine,small molecule,GAMT,product of,True
DB00149,Leucine,small molecule,LARS2,,True
DB00149,Leucine,small molecule,LCMT2,,True
DB00149,Leucine,small molecule,LCMT1,,True
DB00149,Leucine,small molecule,BCAT2,,True
DB00150,Tryptophan,small molecule,WARS2,inhibitor,True
DB00151,Cysteine,small molecule,GCLM,,True
DB00151,Cysteine,small molecule,GCLC,,True
DB00151,Cysteine,small molecule,GOT1,substrate,True
DB00151,Cysteine,small molecule,GOT2,substrate,True
DB00151,Cysteine,small molecule,CTH,,True
DB00151,Cysteine,small molecule,CBS,,True
DB00151,Cysteine,small molecule,MGMT,,True
DB00151,Cysteine,small molecule,GSS,,True
DB00151,Cysteine,small molecule,CARS2,substrate,True
DB00151,Cysteine,small molecule,CSAD,,True
DB00151,Cysteine,small molecule,NFS1,,True
DB00151,Cysteine,small molecule,CDO1,,True
DB00152,Thiamine,small molecule,TPK1,substrate,True
DB00154,Dihomo-gamma-linolenic acid,small molecule,PTGS2,,True
DB00155,Citrulline,small molecule,NOS3,,True
DB00155,Citrulline,small molecule,ASS1,,True
DB00155,Citrulline,small molecule,OTC,,True
DB00156,Threonine,small molecule,TARS2,,True
DB00157,NADH,small molecule,MT-ND3,binder,True
DB00157,NADH,small molecule,UGDH,,True
DB00157,NADH,small molecule,ADH1A,,True
DB00157,NADH,small molecule,SORD,,True
DB00157,NADH,small molecule,ADH4,,True
DB00157,NADH,small molecule,ADH1C,,True
DB00157,NADH,small molecule,ADH1B,,True
DB00157,NADH,small molecule,GPD1,,True
DB00157,NADH,small molecule,ADH5,,True
DB00157,NADH,small molecule,AKR1B1,,True
DB00157,NADH,small molecule,HSD17B10,,True
DB00157,NADH,small molecule,MDH2,,True
DB00157,NADH,small molecule,LDHA,,True
DB00157,NADH,small molecule,ME2,,True
DB00157,NADH,small molecule,HSD17B4,,True
DB00157,NADH,small molecule,EHHADH,,True
DB00157,NADH,small molecule,HADH,,True
DB00157,NADH,small molecule,ME3,,True
DB00157,NADH,small molecule,BDH1,,True
DB00157,NADH,small molecule,HIBADH,,True
DB00157,NADH,small molecule,HSD17B3,,True
DB00157,NADH,small molecule,HMGCR,,True
DB00157,NADH,small molecule,ME1,,True
DB00157,NADH,small molecule,PHGDH,,True
DB00157,NADH,small molecule,HSD17B7,,True
DB00157,NADH,small molecule,IDH3G,,True
DB00157,NADH,small molecule,IDH3B,,True
DB00157,NADH,small molecule,IDH3A,,True
DB00157,NADH,small molecule,HSD17B2,,True
DB00157,NADH,small molecule,RDH5,,True
DB00157,NADH,small molecule,H6PD,,True
DB00157,NADH,small molecule,HSD17B8,,True
DB00157,NADH,small molecule,AKR1C4,,True
DB00157,NADH,small molecule,IMPDH2,,True
DB00157,NADH,small molecule,AKR1C3,,True
DB00157,NADH,small molecule,AKR1C1,,True
DB00157,NADH,small molecule,HSD11B1,,True
DB00157,NADH,small molecule,IMPDH1,,True
DB00157,NADH,small molecule,HADHA,,True
DB00157,NADH,small molecule,ALDH2,,True
DB00157,NADH,small molecule,HSD11B2,,True
DB00157,NADH,small molecule,AKR1C2,,True
DB00157,NADH,small molecule,NSDHL,,True
DB00157,NADH,small molecule,ALDH6A1,,True
DB00157,NADH,small molecule,ALDH1A1,,True
DB00157,NADH,small molecule,ALDH9A1,,True
DB00157,NADH,small molecule,ALDH1B1,,True
DB00157,NADH,small molecule,ALDH3B1,,True
DB00157,NADH,small molecule,GAPDH,,True
DB00157,NADH,small molecule,ALDH1A2,,True
DB00157,NADH,small molecule,ALDH3A2,,True
DB00157,NADH,small molecule,ALDH5A1,,True
DB00157,NADH,small molecule,ALDH7A1,,True
DB00157,NADH,small molecule,BLVRB,,True
DB00157,NADH,small molecule,PYCR2,,True
DB00157,NADH,small molecule,PYCR1,,True
DB00157,NADH,small molecule,GLUD1,,True
DB00157,NADH,small molecule,PDHB,,True
DB00157,NADH,small molecule,PDHA1,,True
DB00157,NADH,small molecule,BLVRA,,True
DB00157,NADH,small molecule,ACADS,,True
DB00157,NADH,small molecule,DHFR,,True
DB00157,NADH,small molecule,OGDH,,True
DB00157,NADH,small molecule,GLUD2,,True
DB00157,NADH,small molecule,DHCR7,,True
DB00157,NADH,small molecule,MT-ND2,binder,True
DB00157,NADH,small molecule,AASS,,True
DB00157,NADH,small molecule,NDUFS7,,True
DB00157,NADH,small molecule,MTHFD1,,True
DB00157,NADH,small molecule,MTHFD2,,True
DB00157,NADH,small molecule,ALDH4A1,,True
DB00157,NADH,small molecule,CYB5R3,,True
DB00157,NADH,small molecule,NDUFA11,,True
DB00157,NADH,small molecule,MT-ND4,,True
DB00157,NADH,small molecule,QDPR,,True
DB00157,NADH,small molecule,MT-ND1,binder,True
DB00157,NADH,small molecule,NNT,,True
DB00157,NADH,small molecule,NDUFA5,,True
DB00157,NADH,small molecule,NDUFA9,,True
DB00157,NADH,small molecule,MT-ND4L,,True
